name,pctwhite,pctblack,pctapi,pctaian,pct2prace,pcthispanic
COUGHLIN,96.96,0.21,0.49,0.15,0.8,1.39
WAY,82.18,12.61,1.48,0.7,1.32,1.71
FOURNIER,93.81,0.78,0.46,0.49,1.12,3.35
LAWLER,91.27,5.11,0.58,0.28,1.25,1.5
KAMINSKI,97.17,0.26,0.38,0.14,0.84,1.21
BARBOUR,75.23,20.64,0.42,0.38,1.8,1.53
SOUSA,87.17,0.78,0.67,0.21,5.34,5.84
STUMP,95.38,0.67,0.29,1.38,1.11,1.16
ALANIZ,6.45,0.17,0.11,0.18,0.25,92.84
IRELAND,90.22,6.37,0.32,0.51,1.38,1.2
RUDD,82.85,12.78,0.45,1.08,1.31,1.52
CARNES,89.94,5.72,0.46,0.91,1.55,1.43
LUNDY,69.18,26.44,0.47,0.72,1.86,1.32
GODINEZ,4.35,0.11,0.7,0.2,0.23,94.42
PULIDO,4.91,0.2,3.91,0.2,0.48,90.29
DENNISON,84.92,7.47,0.59,3.59,1.78,1.66
BAUMANN,96.52,0.39,0.39,0.25,0.97,1.49
BURDICK,95.58,0.38,0.45,0.64,1.43,1.52
DOVE,79.39,16.87,0.45,0.55,1.31,1.43
STODDARD,93.18,3.25,0.38,0.26,1.28,1.65
LIANG,1.6,(S),96.35,(S),1.4,0.52
DENT,59.27,36.91,0.37,0.45,1.56,1.44
ROARK,95.22,1.25,0.28,0.72,1.32,1.2
BOWSER,76.26,20.42,0.31,0.3,1.47,1.24
MCMAHAN,92.63,3.89,0.34,0.58,1.12,1.44
PARNELL,79.21,16.94,0.3,0.82,1.47,1.26
MAYBERRY,72.75,23.29,0.27,0.55,1.9,1.24
WAKEFIELD,83,12.5,0.6,0.61,1.74,1.55
ARNDT,95.99,0.18,0.51,0.46,1.34,1.53
OGLE,93.34,2.33,0.33,1,1.52,1.47
WORTHINGTON,89.17,6.78,0.4,0.66,1.4,1.59
DURBIN,95.28,1.1,0.41,0.42,1.2,1.59
ESCALANTE,6.36,0.54,1.82,1.5,0.84,88.93
PEDERSON,96.09,0.23,0.5,0.75,1.3,1.14
WELDON,82.47,13.04,0.53,0.62,1.62,1.71
VICK,84.45,11.93,0.53,0.52,1.25,1.33
KNOTT,85.38,10.92,0.46,0.49,1.36,1.39
RYDER,93.54,2.87,0.54,0.57,1.15,1.32
ZARATE,4.76,0.21,2.3,0.17,0.45,92.11
IRVING,54.1,40.28,0.41,1.64,1.85,1.71
CLEMENS,92.55,3.74,0.58,0.4,1.32,1.41
SHELLEY,87.3,9,0.59,0.6,1.23,1.29
SALTER,71.94,24.19,0.44,0.7,1.36,1.37
JACK,63.33,26.57,1.02,5.48,2.12,1.49
CLOUD,71.42,16.52,0.4,7.01,2.75,1.91
DASILVA,70.58,4.83,1.07,0.2,14.42,8.91
MUHAMMAD,2.48,86.09,4.4,0.38,4.8,1.85
SQUIRES,90.23,5.66,0.55,0.47,1.59,1.5
RAPP,95.78,1.29,0.52,0.27,0.96,1.18
DAWKINS,35.59,60.55,0.19,0.24,2.07,1.36
POLANCO,4.56,0.65,0.46,0.28,0.51,93.54
CHATMAN,14.53,81.12,0.19,0.22,2.5,1.43
MAIER,96.26,0.24,0.46,0.33,1.05,1.66
YAZZIE,1.44,0.1,0.05,96.1,1.37,0.93
GRUBER,95.57,0.63,0.47,0.79,1.29,1.24
STATON,68.16,28.37,0.32,0.54,1.35,1.26
BLACKMAN,61.08,33.94,0.47,0.64,1.94,1.94
MCDONNELL,95.59,0.92,0.5,0.27,1.09,1.63
DYKES,82.45,14.1,0.27,0.45,1.22,1.51
LAWS,73.33,22.82,0.4,0.52,1.61,1.32
WHITTEN,87.79,8.26,0.3,0.51,1.49,1.64
PFEIFFER,96.85,0.18,0.61,0.32,0.79,1.24
VIDAL,16.58,2.47,3.87,0.07,1.18,75.82
EARLY,75.77,20.54,0.38,0.75,1.4,1.15
KELSEY,85.05,9.76,0.68,1.46,1.55,1.49
BAUGHMAN,95.99,0.72,0.36,0.45,1.12,1.36
DIAS,55.19,4.93,4.38,0.35,6.9,28.24
STARNES,90.13,7.02,0.29,0.45,1,1.11
CRESPO,10.73,1.09,0.93,0.07,0.56,86.62
KILPATRICK,82.73,13.19,0.34,0.67,1.63,1.45
LOMBARDI,96.31,0.25,0.37,0.11,0.85,2.12
DEATON,95.38,0.9,0.3,0.7,1.14,1.58
SATTERFIELD,85,11.15,0.35,0.82,1.42,1.25
WILES,90.73,5.79,0.42,0.57,1.25,1.25
WEINSTEIN,96.85,0.14,0.56,0.06,0.93,1.46
ROWAN,88.57,7.05,0.55,0.77,1.35,1.72
DELOSSANTOS,4.86,0.31,15.31,0.16,1.42,77.94
HAMBY,93.1,2.75,0.41,0.88,1.33,1.52
ESTEP,94.5,2.25,0.28,0.59,1.22,1.16
DAIGLE,94.45,2.92,0.29,0.43,0.99,0.91
ELAM,69.83,26.13,0.51,0.7,1.53,1.3
CREECH,92.22,4.79,0.33,0.55,1.16,0.94
CHAVIS,29.72,40.18,0.34,23.36,3.08,3.31
HECK,94.61,1.83,0.41,0.64,1.19,1.33
ECHOLS,49.76,45.94,0.27,0.57,2.11,1.36
FOSS,95.1,1.22,0.51,0.83,1.08,1.25
TRAHAN,87.6,8.75,0.44,0.71,1.08,1.41
STRAUSS,94.98,1.61,0.46,0.25,0.88,1.82
VANHORN,92.97,3.19,0.41,0.35,1.2,1.88
WINSLOW,85.48,10.76,0.49,0.36,1.48,1.43
REA,78.52,1.05,1.13,0.42,1.23,17.65
FAIRCHILD,93.15,2.64,0.49,0.51,1.45,1.76
HEATON,94.93,1.48,0.39,0.51,1.26,1.43
MINTON,91.15,5.58,0.35,0.6,1.01,1.32
HITCHCOCK,92.02,4.41,0.36,0.56,1.27,1.39
LINTON,72.88,22.04,0.37,1.27,1.43,2.01
HANDY,58.57,35.79,0.45,0.4,1.73,3.07
CROUSE,95.63,0.94,0.53,0.75,1.09,1.05
COLES,45.51,49.14,0.55,0.34,2.68,1.77
FOY,75.22,20.7,0.73,0.37,1.36,1.61
UPTON,89.66,5.77,0.45,0.85,1.83,1.44
HERRINGTON,87.86,9.08,0.33,0.47,1.06,1.2
HWANG,1.18,(S),96.63,(S),1.6,0.37
MCCLELLAND,85.63,10.52,0.4,0.45,1.34,1.66
RECTOR,89.66,6.43,0.27,0.76,1.2,1.68
LUTHER,91.18,3.04,1.02,2.1,1.15,1.51
KRUGER,95.99,0.26,0.42,0.49,0.99,1.85
SALCEDO,5.82,0.35,5.11,0.26,0.74,87.71
CHANCE,77.51,16.97,0.66,1.29,1.9,1.67
GUNDERSON,95.71,0.27,0.71,0.7,1.15,1.47
THARP,93.92,2.47,0.39,0.41,1.4,1.41
GRIFFITHS,88.83,7.48,0.53,0.28,1.33,1.55
GRAF,95.82,0.92,0.53,0.15,0.89,1.7
BRANHAM,88.54,7.37,0.33,1.41,1.36,0.99
HUMPHREYS,91.78,3.68,0.34,0.8,1.31,2.08
RENNER,95.92,0.72,0.35,0.39,0.84,1.78
LIMA,46.38,3.14,1.79,0.06,7.9,40.73
ROONEY,95.59,1.21,0.43,0.35,0.89,1.54
MOYA,8.16,0.72,2.26,0.42,0.59,87.85
ALMEIDA,58.44,2.35,2.53,0.19,7.53,28.96
GAVIN,78.36,17.25,0.53,0.27,1.22,2.38
COBURN,87.15,8.78,0.44,0.56,1.43,1.64
OUELLETTE,96.98,0.12,0.25,0.5,1.19,0.96
GOETZ,96.37,0.11,0.46,0.63,1.1,1.33
SEAY,70.6,25.88,0.39,0.51,1.56,1.07
PARROTT,85.69,11.08,0.39,0.36,1.08,1.4
HARMS,95.95,0.9,0.42,0.3,1.07,1.37
ROBB,91.22,5.25,0.39,0.39,1.26,1.49
STOREY,86.01,9.43,0.51,0.57,1.26,2.24
BARBOSA,23.09,2.25,1.38,0.13,8.32,64.83
BARRAZA,4.15,0.13,0.25,0.27,0.25,94.95
LOYD,76.42,17.57,0.44,0.87,1.57,3.13
MERCHANT,68.66,15.23,11.12,0.5,2.44,2.06
DONOHUE,96.21,0.39,0.49,0.18,1.1,1.63
CARRIER,88.46,7.74,0.41,0.78,1.3,1.3
DIGGS,26.34,68.73,0.38,0.39,2.64,1.52
CHASTAIN,95.51,0.54,0.31,0.82,1.45,1.38
SHERRILL,84.05,11.2,1.25,0.64,1.49,1.37
WHIPPLE,86.81,7.22,0.39,2.54,1.45,1.59
BRASWELL,72.34,24.22,0.34,0.34,1.32,1.44
WEATHERS,61.77,33.55,0.34,0.64,2.06,1.64
LINDER,85.55,11.1,0.3,0.46,1.14,1.46
CHAPA,8.38,0.19,0.91,0.22,0.34,89.96
BOCK,95.65,0.54,0.62,0.22,1.19,1.79
OH,2,(S),95.68,(S),1.8,0.33
LOVELACE,73.07,22.7,0.4,0.76,1.65,1.42
SAAVEDRA,6.51,0.23,2.04,0.46,0.43,90.34
FERRARA,95.15,0.43,0.39,0.15,1.11,2.77
CALLAWAY,80.9,15.28,0.31,0.65,1.34,1.51
SALMON,75.07,13.89,1.09,0.54,2,7.42
TEMPLETON,91.01,4.76,0.34,0.63,1.33,1.92
CHRISTY,90.16,4.91,1.01,0.97,1.33,1.62
HARP,85.09,10.11,0.4,1.05,1.77,1.59
DOWD,90.44,5.42,0.68,0.66,1.27,1.54
FORRESTER,87.12,9.33,0.35,0.52,1.4,1.28
LAWTON,75.64,20.31,0.68,0.34,1.69,1.35
EPSTEIN,97.05,(S),0.47,(S),0.95,1.32
GANT,47.19,48.29,0.32,0.54,2.34,1.32
TIERNEY,97.23,0.3,0.4,0.16,0.71,1.21
SEAMAN,94.25,1.17,0.66,0.54,1.53,1.85
CORRAL,7.14,0.37,0.79,0.27,0.33,91.1
DOWDY,78.53,17.7,0.19,0.82,1.34,1.43
ZARAGOZA,4.3,0.22,2.08,0.24,0.54,92.61
MORRISSEY,96.29,0.59,0.44,0.16,1.01,1.51
ELLER,94.89,1.59,0.33,0.87,1.02,1.3
CHAU,1.58,0.2,94.12,0.08,2.52,1.51
BREEN,90.05,6.44,0.67,0.23,1.07,1.54
HIGH,71.52,24.08,0.76,0.73,1.52,1.4
NEWBERRY,88.04,8.15,0.36,0.5,1.47,1.48
BEAM,93.78,3.16,0.34,0.47,1.11,1.14
YANCEY,65.78,30.26,0.3,0.45,1.86,1.35
JARRELL,90.29,6.96,0.42,0.19,1.28,0.86
CERDA,5.57,0.17,0.26,0.33,0.32,93.36
ELLSWORTH,92.29,2.88,0.57,1.02,1.22,2.03
LOFTON,38.91,56.24,0.26,1.2,1.8,1.58
THIBODEAUX,81.08,15.85,0.15,0.48,1.2,1.23
POOL,85.69,7.48,0.52,0.76,1.34,4.21
RINEHART,95.21,1.57,0.28,0.5,1.09,1.35
ARTEAGA,4.17,0.25,0.2,0.24,0.39,94.76
MARLOW,88.78,6.59,0.4,0.82,1.32,2.09
HACKER,95.25,1.12,0.36,0.61,1.36,1.3
WILL,91.17,5.32,0.52,0.39,1.21,1.39
MACKENZIE,94.5,1.11,0.71,0.26,1.41,2.02
HOOK,91.75,4,0.92,0.56,1.29,1.47
GILLILAND,95.09,1.06,0.46,0.56,1.37,1.46
EMMONS,92.91,3.18,0.55,0.34,1.44,1.57
PICKERING,90.06,5.28,0.52,0.91,1.44,1.79
MEDLEY,73.14,23.01,0.27,0.43,1.8,1.35
ANDREW,75.79,12.94,1.16,4.23,1.55,4.32
WILLEY,94.82,1.86,0.38,0.57,1.14,1.23
SHELL,77.39,18.17,0.44,1.34,1.37,1.29
RANDLE,27.69,68.2,0.25,0.25,2.32,1.28
BRINKLEY,69.43,27.18,0.22,0.5,1.49,1.19
PRUETT,93.98,1.87,0.53,0.43,1.43,1.75
TOBIAS,60.32,13.15,3.32,0.23,1.3,21.67
EDMONDSON,74.83,20.98,0.41,0.5,1.44,1.83
GRIER,40.53,56.06,0.34,0.23,1.7,1.15
ASKEW,48.44,48.32,0.26,0.32,1.49,1.17
BATISTA,17.33,1.36,0.27,0.09,2.86,78.08
SALDIVAR,5.36,0.27,1.24,0.27,0.55,92.31
MOELLER,96.82,0.15,0.5,0.25,0.8,1.48
AUGUSTINE,71.68,18.61,2.6,2.23,2.05,2.83
CHAVARRIA,5.38,0.53,0.21,0.79,0.44,92.66
TROYER,98.28,0.24,0.21,0.19,0.49,0.6
LAYNE,81.42,14.37,0.47,0.36,1.6,1.78
MCNULTY,94.08,2.78,0.6,0.19,0.91,1.44
SHANK,94.12,2.65,0.48,0.4,0.99,1.35
DESAI,2.9,0.25,91.72,0.28,4.43,0.42
HERRMANN,96.88,0.24,0.49,0.35,0.97,1.07
HEMPHILL,63.54,32.46,0.41,0.45,1.7,1.44
BEARDEN,90.15,6.11,0.28,0.68,1.37,1.41
SPEAR,88.69,7.47,0.48,0.6,1.41,1.35
KEENER,92.1,3.87,0.46,1.35,1.1,1.12
HOLGUIN,7.19,0.17,0.18,0.74,0.51,91.22
CULP,87.76,8.49,0.51,0.49,1.14,1.61
BRADEN,86.01,9.77,0.43,0.74,1.61,1.44
BRISCOE,57.34,37.42,0.31,0.94,2.16,1.83
BALES,93.69,1.15,0.64,1.03,1.62,1.87
GARVIN,70.85,24.26,0.55,0.95,1.59,1.81
STOCKTON,86,8.72,0.37,0.87,2.02,2.02
ABREU,16.37,0.72,1.16,0.15,2.27,79.33
SUGGS,59.02,37.33,0.15,0.42,1.71,1.35
MCCARTNEY,93.75,2.44,0.51,0.35,1.53,1.41
FERRER,14.6,1.64,18.42,0.11,1.48,63.76
RHOADS,95.36,0.88,0.48,0.63,1.35,1.3
HA,2.98,0.67,93.85,0.06,1.95,0.49
NEVAREZ,4.55,0.17,0.2,0.27,0.33,94.48
SINGLETARY,46.21,50.2,0.25,0.32,1.69,1.32
CHONG,3.23,1.58,82.77,0.05,5.51,6.86
ALCALA,5.98,0.5,1.49,0.15,0.48,91.4
CHENEY,92.18,2.84,0.61,1.15,1.42,1.8
WESTFALL,95.3,0.92,0.68,0.38,1.3,1.43
DAMICO,95.76,0.22,0.4,0.12,1.06,2.44
SNODGRASS,94.85,1.82,0.34,0.59,1.24,1.16
DEVRIES,96.49,0.32,0.68,0.17,0.96,1.38
LOONEY,85.99,9.53,0.31,1.24,1.52,1.41
HEIN,95.91,0.28,0.77,0.26,1.08,1.7
LYLE,84.77,11.4,0.36,0.46,1.44,1.58
LOCKETT,23.16,72.98,0.28,0.3,1.94,1.34
JACQUES,69.43,17.92,0.67,0.37,2.94,8.66
BARKLEY,75.36,20.68,0.46,0.68,1.43,1.39
WAHL,95.62,0.43,0.9,0.36,1.26,1.44
APONTE,7.65,1.45,0.26,0.07,0.47,90.1
MYRICK,66.24,29.61,0.32,0.81,1.55,1.47
BOLIN,91.81,2.57,0.35,1.41,1.71,2.16
HOLM,95.99,0.7,0.5,0.48,1.08,1.25
SLACK,85.61,10.95,0.46,0.33,1.14,1.51
MARTINO,90.37,2.55,0.4,0.08,1.19,5.42
SCHERER,96.83,0.22,0.49,0.35,0.83,1.29
BACHMAN,96.3,0.61,0.59,0.35,1,1.15
ELY,89.87,6.19,0.47,0.65,1.36,1.45
NESBITT,62.57,34.07,0.41,0.26,1.4,1.28
MARROQUIN,5.54,0.19,0.24,0.19,0.38,93.45
BOUCHARD,96.43,0.4,0.33,0.55,1.12,1.17
MAST,97.27,0.49,0.33,0.13,0.64,1.13
JAMESON,86.29,8.53,0.69,1.09,1.33,2.07
HILLS,66.82,29.18,0.54,0.61,1.47,1.38
MIRELES,5.75,0.16,0.18,0.26,0.37,93.28
BUENO,7.26,0.34,6.15,0.38,1.11,84.76
PEASE,92.94,2.34,0.47,1.52,1.36,1.38
VITALE,95.67,(S),0.48,(S),1.17,2.35
ALARCON,6.69,0.35,2.69,0.21,0.54,89.52
LINARES,6.34,0.35,0.34,0.14,0.3,92.52
SCHELL,94.6,1.64,0.52,0.48,1.34,1.41
LIPSCOMB,58.11,38.18,0.27,0.38,2,1.06
ARRIAGA,5.05,0.27,0.27,0.22,0.37,93.83
BOURGEOIS,90.22,6.85,0.24,0.28,0.98,1.43
BONDS,48.86,46.63,0.27,0.38,2.37,1.48
MARKHAM,89.67,5.74,0.64,0.53,1.83,1.58
IVY,57.84,37.01,0.63,0.58,2.16,1.78
WISNIEWSKI,97.42,0.16,0.39,0.09,0.89,1.04
OLDHAM,87.09,8.62,0.35,0.56,1.68,1.71
FALLON,89.76,1.22,0.52,0.41,1.23,6.87
WENDT,95.9,0.26,0.81,0.39,1.11,1.53
JOY,82.83,8.66,4.4,0.73,1.47,1.91
STAMPER,90.75,5.19,0.36,1.02,1.38,1.3
BABB,84.31,10.85,0.55,0.6,1.56,2.13
STEINBERG,96.46,0.52,0.54,0.17,0.98,1.32
ASHER,91.08,2.91,1.64,0.82,1.59,1.97
FUCHS,96.1,0.34,0.54,0.28,1.03,1.72
BLANK,95.82,1.4,0.35,0.12,0.98,1.32
WILLETT,92.59,3.72,0.63,0.42,1.08,1.57
HEREDIA,5.09,0.4,0.76,0.41,0.38,92.96
CROFT,88.21,8.12,0.53,0.43,1.34,1.36
LYTLE,86.91,9.11,0.48,0.67,1.55,1.28
LANCE,88.24,7.43,0.61,0.87,1.34,1.51
LASSITER,59.93,36.82,0.21,0.39,1.57,1.08
BARRIENTOS,4.11,0.17,2.73,0.23,0.43,92.34
CONDON,94.74,0.8,0.5,1.51,0.91,1.52
BARFIELD,72.27,23.57,0.38,0.71,1.55,1.53
DARDEN,38.86,56.8,0.18,0.82,2.07,1.27
ARAUJO,26.06,1.26,0.7,0.3,5.08,66.6
GUINN,84.16,9.83,0.46,1.86,1.87,1.83
NOONAN,96.44,0.75,0.36,0.14,0.98,1.32
BURLESON,88.57,7.61,0.27,0.67,1.48,1.39
BELANGER,96.02,0.63,0.4,0.75,1.19,1.01
MAIN,93.83,0.44,1.15,1.33,1.25,2
TRAYLOR,59.07,37.04,0.34,0.33,1.88,1.33
MESSINA,95.21,0.25,0.39,0.09,1.13,2.94
ZEIGLER,76.36,20.76,0.58,0.26,1.26,0.78
DANIELSON,94.79,0.8,0.92,0.51,1.66,1.31
MILLARD,91.19,3.97,0.66,0.47,1.68,2.04
KENYON,95.2,1.08,0.53,0.69,1.26,1.24
RADFORD,79.8,16.23,0.35,0.75,1.63,1.25
GRAFF,96.37,0.26,0.64,0.19,1.11,1.43
BEATY,84.7,11.8,0.37,0.54,1.28,1.3
BAGGETT,87.86,9.24,0.27,0.37,0.99,1.28
CRISP,83.79,12.07,0.37,0.59,1.7,1.48
SALISBURY,92.85,2.91,0.71,0.46,1.32,1.75
TROUT,94.39,1.5,0.44,1.14,1.15,1.38
LORENZO,27.4,1.8,10.3,1.11,1.75,57.64
PARSON,63.15,31.34,0.55,0.56,1.91,2.49
GANN,93.5,1.15,0.64,1.83,1.31,1.57
GARBER,95.86,1.19,0.5,0.24,0.96,1.24
ADCOCK,95.62,0.87,0.36,0.62,1.34,1.2
COVARRUBIAS,3.49,0.18,0.37,0.24,0.37,95.36
SCALES,41.21,54.89,0.29,0.31,2.15,1.15
ACUNA,7.42,0.22,3.73,1.01,0.76,86.85
THRASHER,86.57,9.5,0.37,0.84,1.47,1.24
CARD,69.73,6.95,1.14,0.73,1.54,19.91
VAN,51.6,5.14,39.45,0.36,2.07,1.38
MABRY,70.86,25.37,0.38,0.45,1.42,1.53
MOHAMED,21.22,36.78,11.91,0.38,27.37,2.34
MONTANEZ,5.17,0.9,0.53,0.18,0.42,92.81
REDD,51.84,44.16,0.44,0.38,1.92,1.25
STOCK,96.17,0.67,0.42,0.36,0.91,1.47
WILLINGHAM,66.4,29.12,0.48,0.35,1.56,2.08
REDMAN,83.75,10.98,0.39,0.93,2.09,1.85
ZAMBRANO,7.92,0.28,1.42,0.19,0.55,89.64
GAFFNEY,84.81,11.82,0.38,0.22,1.15,1.62
HERR,91.42,0.72,5.32,0.19,0.95,1.4
DEVLIN,93.6,3.16,0.32,0.27,1.14,1.5
PRINGLE,57.32,38.41,0.49,0.38,1.78,1.62
SCHUBERT,95.85,0.31,0.56,0.37,0.87,2.03
CASPER,94.05,2.2,0.65,0.47,1.08,1.55
HOUCK,96.46,0.86,0.43,0.41,0.93,0.92
REES,95.13,1.06,0.64,0.34,1.16,1.68
WING,82.98,3.97,7.08,1.45,2.36,2.16
EBERT,96.4,0.36,0.49,0.34,0.95,1.46
JETER,45.67,50.06,0.28,0.39,1.93,1.66
CORNEJO,4.96,0.23,1.79,0.14,0.34,92.53
GILLETTE,88.78,5.85,0.54,0.77,1.8,2.26
SHOCKLEY,84.71,11.06,0.29,0.8,1.83,1.31
AMATO,93.79,0.28,0.54,0.19,1.27,3.93
GIRARD,93.25,1.93,0.62,0.37,1.65,2.18
LEGGETT,72.17,24.6,0.24,0.43,1.26,1.3
CHEATHAM,58.67,37.46,0.33,0.43,1.81,1.3
BUSTOS,6.99,0.14,4.39,0.28,0.47,87.73
EPPERSON,85.82,9.05,0.48,1.19,1.89,1.57
DUBOSE,50.17,46.42,0.19,0.41,1.58,1.24
SEITZ,96.73,0.3,0.53,0.3,1.12,1.03
EAST,85.33,10.89,0.32,0.62,1.51,1.33
FRIAS,9.11,0.46,3.69,0.5,0.97,85.26
SCHOFIELD,89.46,6.33,0.54,0.77,1.25,1.65
STEEN,83.94,12.02,0.56,0.81,1.32,1.35
ORLANDO,91.52,1.16,0.66,0.11,1.18,5.37
MYLES,23.65,72.02,0.3,0.24,2.24,1.55
CARON,95.43,0.56,0.49,0.41,1.19,1.92
GREY,67.77,22.79,1.59,3.02,2.24,2.59
DENNEY,94.72,1.27,0.43,0.9,1.23,1.44
ONTIVEROS,5.57,0.14,0.35,0.37,0.42,93.16
BURDEN,69.48,26.55,0.39,0.76,1.43,1.39
JAEGER,96.19,0.24,0.69,0.37,0.89,1.62
REICH,95.79,0.56,0.38,0.58,1.18,1.51
WITHERSPOON,34.69,61.3,0.22,0.37,1.99,1.42
NAJERA,4.35,0.29,0.74,0.27,0.39,93.96
FRANTZ,96.09,0.62,0.42,0.51,1.01,1.35
HAMMONDS,59.27,29.33,0.28,8.08,1.69,1.35
XU,0.43,(S),98.47,(S),0.79,0.28
LEAVITT,94.81,0.27,0.48,1.5,1.14,1.8
GILCHRIST,64.22,32.18,0.27,0.38,1.45,1.51
ADAM,78.89,10.65,2.6,0.43,2.97,4.46
BARONE,95.42,0.58,0.35,0.12,1.02,2.51
FORMAN,85.09,10.96,0.36,0.49,1.2,1.9
CEJA,2.72,0.15,0.11,0.2,0.16,96.65
RAGSDALE,81.16,13.13,0.45,1.32,1.99,1.95
SISK,92.9,3.17,0.27,0.89,1.26,1.51
TUBBS,73.32,22.04,0.48,1.03,1.87,1.26
ELIZONDO,6.7,0.19,0.21,0.5,0.21,92.19
PRESSLEY,55.94,40.81,0.33,0.42,1.31,1.2
BOLLINGER,96.51,0.36,0.49,0.48,1.16,1
LINN,93.51,0.53,1.69,0.71,1.35,2.2
HUNTLEY,70.21,26.03,0.48,0.38,1.78,1.12
DEWEY,93.39,1.75,0.52,1.68,1.46,1.2
GEARY,93.41,3.15,0.39,0.49,1.15,1.41
CARLOS,16.35,4.55,10.39,1.04,1.89,65.79
RAGLAND,52.8,43.1,0.38,0.45,2.07,1.2
MIXON,66.12,30.5,0.21,0.39,1.65,1.12
BAUGH,76.97,18.84,0.39,0.59,1.74,1.46
MCARTHUR,77.71,17.31,0.5,1,1.79,1.7
TAM,5.92,0.53,90.41,0.09,2.12,0.92
NOBLES,66.94,28.33,0.49,0.61,1.45,2.19
CLEVENGER,96.12,0.21,0.38,0.63,1.31,1.35
FOUST,87.9,8.79,0.35,0.51,1.22,1.23
LUSK,88.17,8.25,0.33,0.58,1.33,1.34
COONEY,94.29,2.57,0.4,0.28,1.06,1.4
TAMAYO,5.5,0.56,9.89,0.23,1.06,82.76
ROBERT,74.28,16.04,1.67,0.56,2.04,5.4
LONGO,94.27,0.7,0.33,0.09,1.34,3.28
OVERSTREET,80.32,16.39,0.33,0.5,1.37,1.09
OGLESBY,65.68,30.3,0.3,0.5,1.77,1.45
MACE,90.59,4.64,0.27,1.26,1.08,2.15
CHURCHILL,90.67,5.42,0.53,0.86,1.45,1.08
MATSON,93.77,2.01,0.48,1,1.37,1.37
HAMRICK,94.68,3.04,0.25,0.33,0.64,1.06
ROCKWELL,91.84,3.79,0.4,1.07,1.31,1.6
TRAMMELL,73.3,21.74,0.28,1.23,2.12,1.33
WHEATLEY,85.35,11.04,0.41,0.38,1.38,1.45
CARRINGTON,46.73,47.81,0.36,0.51,2.09,2.5
FERRARO,94.58,0.53,0.55,0.18,1.03,3.13
RALSTON,92.7,3.06,0.59,0.7,1.29,1.66
CLANCY,92.82,4.06,0.5,0.34,1.12,1.16
MONDRAGON,6.2,0.16,0.4,0.75,0.49,92.01
CARL,89.96,4.34,0.9,1.65,1.36,1.79
HU,1.72,(S),95.51,(S),1.61,0.9
HOPSON,55.77,38.99,0.36,1.62,2.05,1.22
BREAUX,79.2,17.27,0.23,0.48,1.54,1.28
MCCURDY,85.79,10.28,0.3,0.59,1.31,1.73
MARES,19.62,0.47,0.25,0.52,0.62,78.52
CHISHOLM,68.11,27.31,0.52,0.57,1.85,1.62
MAI,14.5,0.38,81.94,0.12,2.12,0.93
MATLOCK,76.81,18.86,0.37,0.74,1.9,1.33
AIKEN,68.35,27.52,0.48,0.86,1.58,1.21
CARY,83.48,12.84,0.51,0.43,1.37,1.37
LEMONS,74.04,20.72,0.29,0.77,1.83,2.35
ANGUIANO,3.8,0.11,0.12,0.27,0.28,95.42
HERRICK,95.91,0.56,0.46,0.57,1.33,1.17
CRAWLEY,61.98,33.63,0.35,0.51,2.23,1.32
MONTERO,12.57,1.03,3.69,0.14,1.91,80.65
HASSAN,36.9,21.68,18.58,0.23,19.09,3.53
ARCHULETA,15.06,0.33,0.37,2.47,1.16,80.61
COTTER,95.58,1.05,0.48,0.58,1.08,1.24
FARIAS,16.68,0.18,0.98,0.2,1.88,80.08
PARRIS,69.53,24.19,0.33,1.04,2.2,2.71
FELDER,28.62,67.31,0.19,0.23,2.09,1.56
LUU,1.49,0.23,95.77,0.06,1.78,0.67
PENCE,95.99,0.69,0.39,0.49,1.14,1.31
GILMAN,94.42,0.94,1.05,0.73,1.45,1.42
KILLIAN,92.96,3.59,0.28,0.59,1.01,1.57
NARANJO,6.63,0.26,0.42,2.49,0.61,89.59
DUGGAN,93.97,2.54,0.61,0.44,1.05,1.39
EASTER,68.21,27.72,0.3,0.54,1.86,1.37
SCARBOROUGH,82.05,14.6,0.25,0.55,1.06,1.48
SWANN,69.58,25.64,0.32,1.26,1.78,1.42
RICKETTS,76.35,18.92,0.28,0.52,2.19,1.73
FRANCE,78.59,16.76,0.6,0.65,1.89,1.51
BELLO,31.44,5.47,4.12,0.11,1.31,57.55
NADEAU,94.39,0.28,0.44,2.62,1.19,1.09
STILL,81.83,13,0.39,1.58,1.81,1.38
RINCON,5.34,0.26,0.18,0.3,0.47,93.46
CORNWELL,91.54,5.18,0.44,0.45,1.15,1.24
SLADE,65.44,30.16,0.87,0.24,1.7,1.59
FIERRO,17.69,0.31,0.29,0.65,0.53,80.53
MIZE,93.4,2.41,0.36,0.72,1.59,1.52
CHRISTIANSON,95.56,0.28,0.5,0.69,1.26,1.71
GREENFIELD,87.81,8.28,0.64,0.4,1.45,1.42
MCAFEE,73.8,21.72,0.4,0.55,1.51,2.02
LANDRUM,75.07,20.56,0.38,0.81,1.65,1.53
ADAME,6.61,0.64,0.34,0.31,0.42,91.68
DINH,2.1,(S),95.54,(S),1.7,0.47
LANKFORD,85.63,9.78,0.47,0.98,1.56,1.58
LEWANDOWSKI,97.29,0.25,0.34,0.19,0.93,0.99
RUST,94.99,1.23,0.47,0.55,1.39,1.38
BUNDY,83.9,11.9,0.42,0.58,1.7,1.51
